REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,2025/08/01 00:05:00,1102.68,101.18,TRADE
TAS1,2025/08/01 00:10:00,1095.15,121.51,TRADE
TAS1,2025/08/01 00:15:00,1102.22,100.18,TRADE
TAS1,2025/08/01 00:20:00,1098.85,101.18,TRADE
TAS1,2025/08/01 00:25:00,1100.32,121.51,TRADE
TAS1,2025/08/01 00:30:00,1104.55,100.18,TRADE
TAS1,2025/08/01 00:35:00,1092.1,154.33,TRADE
TAS1,2025/08/01 00:40:00,1098.38,105.13,TRADE
TAS1,2025/08/01 00:45:00,1096.42,102.18,TRADE
TAS1,2025/08/01 00:50:00,1085.47,101.01,TRADE
TAS1,2025/08/01 00:55:00,1085.45,101.01,TRADE
TAS1,2025/08/01 01:00:00,1068.17,80.54,TRADE
TAS1,2025/08/01 01:05:00,1078.32,101.13,TRADE
TAS1,2025/08/01 01:10:00,1089.39,102.44,TRADE
TAS1,2025/08/01 01:15:00,1095.25,101.18,TRADE
TAS1,2025/08/01 01:20:00,1088.97,101.13,TRADE
TAS1,2025/08/01 01:25:00,1087.03,101.13,TRADE
TAS1,2025/08/01 01:30:00,1076.92,101.13,TRADE
TAS1,2025/08/01 01:35:00,1080.37,101.13,TRADE
TAS1,2025/08/01 01:40:00,1092.42,101.13,TRADE
TAS1,2025/08/01 01:45:00,1092.27,101.13,TRADE
TAS1,2025/08/01 01:50:00,1090.22,103.77,TRADE
TAS1,2025/08/01 01:55:00,1090.91,103.77,TRADE
TAS1,2025/08/01 02:00:00,1092.86,103.77,TRADE
TAS1,2025/08/01 02:05:00,1090.37,144.45,TRADE
TAS1,2025/08/01 02:10:00,1096.3,128.49,TRADE
TAS1,2025/08/01 02:15:00,1093.57,115.57,TRADE
TAS1,2025/08/01 02:20:00,1085.3,103.14,TRADE
TAS1,2025/08/01 02:25:00,1084.55,115.57,TRADE
TAS1,2025/08/01 02:30:00,1082.94,103.77,TRADE
TAS1,2025/08/01 02:35:00,1087.88,102.14,TRADE
TAS1,2025/08/01 02:40:00,1093.01,102.14,TRADE
TAS1,2025/08/01 02:45:00,1104.72,112.23,TRADE
TAS1,2025/08/01 02:50:00,1092.4,102.14,TRADE
TAS1,2025/08/01 02:55:00,1101.27,121.33,TRADE
TAS1,2025/08/01 03:00:00,1103.47,103.26,TRADE
TAS1,2025/08/01 03:05:00,1106.53,121.98,TRADE
TAS1,2025/08/01 03:10:00,1110.62,158.43,TRADE
TAS1,2025/08/01 03:15:00,1119.82,121.98,TRADE
TAS1,2025/08/01 03:20:00,1110.99,106.12,TRADE
TAS1,2025/08/01 03:25:00,1105.8,119.10,TRADE
TAS1,2025/08/01 03:30:00,1103.72,125.51,TRADE
TAS1,2025/08/01 03:35:00,1109.54,103.10,TRADE
TAS1,2025/08/01 03:40:00,1103.52,123.18,TRADE
TAS1,2025/08/01 03:45:00,1107.77,120.84,TRADE
TAS1,2025/08/01 03:50:00,1107.86,122.85,TRADE
TAS1,2025/08/01 03:55:00,1109.94,121.98,TRADE
TAS1,2025/08/01 04:00:00,1077.87,106.06,TRADE
TAS1,2025/08/01 04:05:00,1086.86,100.88,TRADE
TAS1,2025/08/01 04:10:00,1080.61,122.52,TRADE
TAS1,2025/08/01 04:15:00,1096.78,125.14,TRADE
TAS1,2025/08/01 04:20:00,1096.43,121.99,TRADE
TAS1,2025/08/01 04:25:00,1101.93,124.86,TRADE
TAS1,2025/08/01 04:30:00,1098.47,129.19,TRADE
TAS1,2025/08/01 04:35:00,1094.37,126.61,TRADE
TAS1,2025/08/01 04:40:00,1108.76,121.52,TRADE
TAS1,2025/08/01 04:45:00,1110.47,121.52,TRADE
TAS1,2025/08/01 04:50:00,1120.3,134.88,TRADE
TAS1,2025/08/01 04:55:00,1128.99,135.25,TRADE
TAS1,2025/08/01 05:00:00,1137.27,123.18,TRADE
TAS1,2025/08/01 05:05:00,1139.03,136.88,TRADE
TAS1,2025/08/01 05:10:00,1151.33,147.64,TRADE
TAS1,2025/08/01 05:15:00,1150.79,140.22,TRADE
TAS1,2025/08/01 05:20:00,1169.86,139.22,TRADE
TAS1,2025/08/01 05:25:00,1171.45,157.47,TRADE
TAS1,2025/08/01 05:30:00,1172.77,140.22,TRADE
TAS1,2025/08/01 05:35:00,1192.62,160.24,TRADE
TAS1,2025/08/01 05:40:00,1193.82,155.83,TRADE
TAS1,2025/08/01 05:45:00,1219.11,150.08,TRADE
TAS1,2025/08/01 05:50:00,1223.14,180.20,TRADE
TAS1,2025/08/01 05:55:00,1221.6,160.24,TRADE
TAS1,2025/08/01 06:00:00,1241.3,160.24,TRADE
TAS1,2025/08/01 06:05:00,1242.5,160.24,TRADE
TAS1,2025/08/01 06:10:00,1276.56,160.99,TRADE
TAS1,2025/08/01 06:15:00,1283.88,165.14,TRADE
TAS1,2025/08/01 06:20:00,1294.11,165.14,TRADE
TAS1,2025/08/01 06:25:00,1308.2,180.26,TRADE
