REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,2025/09/01 00:05:00,1025.71,65.32,TRADE
TAS1,2025/09/01 00:10:00,1011.66,80.03,TRADE
TAS1,2025/09/01 00:15:00,1011.76,68.74,TRADE
TAS1,2025/09/01 00:20:00,1004.46,67.12,TRADE
TAS1,2025/09/01 00:25:00,1001.97,60.73,TRADE
TAS1,2025/09/01 00:30:00,999.26,60.31,TRADE
TAS1,2025/09/01 00:35:00,988.89,54.43,TRADE
TAS1,2025/09/01 00:40:00,996.84,50.91,TRADE
TAS1,2025/09/01 00:45:00,988.78,60.12,TRADE
TAS1,2025/09/01 00:50:00,996.32,66.37,TRADE
TAS1,2025/09/01 00:55:00,1001.58,60.38,TRADE
TAS1,2025/09/01 01:00:00,1009.02,66.47,TRADE
TAS1,2025/09/01 01:05:00,1004.9,66.74,TRADE
TAS1,2025/09/01 01:10:00,988.34,79.78,TRADE
TAS1,2025/09/01 01:15:00,997.38,66.40,TRADE
TAS1,2025/09/01 01:20:00,988.4,65.83,TRADE
TAS1,2025/09/01 01:25:00,982.19,58.11,TRADE
TAS1,2025/09/01 01:30:00,979.95,53.33,TRADE
TAS1,2025/09/01 01:35:00,982.15,56.47,TRADE
TAS1,2025/09/01 01:40:00,990.01,58.26,TRADE
TAS1,2025/09/01 01:45:00,985.55,57.20,TRADE
TAS1,2025/09/01 01:50:00,976.4,56.39,TRADE
TAS1,2025/09/01 01:55:00,975.63,56.79,TRADE
TAS1,2025/09/01 02:00:00,980.34,56.73,TRADE
TAS1,2025/09/01 02:05:00,985.07,64.63,TRADE
TAS1,2025/09/01 02:10:00,975.46,57.96,TRADE
TAS1,2025/09/01 02:15:00,982.58,66.46,TRADE
TAS1,2025/09/01 02:20:00,990.56,55.32,TRADE
TAS1,2025/09/01 02:25:00,991.08,57.42,TRADE
TAS1,2025/09/01 02:30:00,1002.82,67.88,TRADE
TAS1,2025/09/01 02:35:00,1003.6,59.80,TRADE
TAS1,2025/09/01 02:40:00,1012.31,58.56,TRADE
TAS1,2025/09/01 02:45:00,1008.73,54.68,TRADE
TAS1,2025/09/01 02:50:00,1011.24,58.59,TRADE
