REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,2025/02/01 00:05:00,985.47,130.03,TRADE
TAS1,2025/02/01 00:10:00,983.4,130.03,TRADE
TAS1,2025/02/01 00:15:00,982.52,130.03,TRADE
TAS1,2025/02/01 00:20:00,980.65,130.03,TRADE
TAS1,2025/02/01 00:25:00,977.66,129.40,TRADE
TAS1,2025/02/01 00:30:00,975.27,129.40,TRADE
TAS1,2025/02/01 00:35:00,976.04,129.40,TRADE
TAS1,2025/02/01 00:40:00,973.14,129.40,TRADE
TAS1,2025/02/01 00:45:00,972.36,129.40,TRADE
TAS1,2025/02/01 00:50:00,975.66,129.40,TRADE
TAS1,2025/02/01 00:55:00,973.46,129.40,TRADE
TAS1,2025/02/01 01:00:00,970.42,129.40,TRADE
TAS1,2025/02/01 01:05:00,970.11,129.40,TRADE
TAS1,2025/02/01 01:10:00,964.53,129.40,TRADE
TAS1,2025/02/01 01:15:00,958.33,129.40,TRADE
TAS1,2025/02/01 01:20:00,956.6,129.40,TRADE
TAS1,2025/02/01 01:25:00,953.14,129.40,TRADE
TAS1,2025/02/01 01:30:00,960.35,129.40,TRADE
TAS1,2025/02/01 01:35:00,960.81,129.40,TRADE
TAS1,2025/02/01 01:40:00,954.75,129.40,TRADE
TAS1,2025/02/01 01:45:00,958.87,129.40,TRADE
TAS1,2025/02/01 01:50:00,953.12,128.73,TRADE
TAS1,2025/02/01 01:55:00,955.25,129.40,TRADE
TAS1,2025/02/01 02:00:00,955.08,129.40,TRADE
TAS1,2025/02/01 02:05:00,956.52,129.40,TRADE
TAS1,2025/02/01 02:10:00,952.01,128.07,TRADE
TAS1,2025/02/01 02:15:00,952.28,128.07,TRADE
TAS1,2025/02/01 02:20:00,951.57,128.73,TRADE
TAS1,2025/02/01 02:25:00,951.97,129.40,TRADE
TAS1,2025/02/01 02:30:00,950.71,128.73,TRADE
TAS1,2025/02/01 02:35:00,948.22,128.07,TRADE
TAS1,2025/02/01 02:40:00,946.44,128.07,TRADE
TAS1,2025/02/01 02:45:00,948.98,128.07,TRADE
TAS1,2025/02/01 02:50:00,943.49,128.07,TRADE
TAS1,2025/02/01 02:55:00,943.73,128.07,TRADE
TAS1,2025/02/01 03:00:00,943.34,128.07,TRADE
TAS1,2025/02/01 03:05:00,945.81,128.07,TRADE
TAS1,2025/02/01 03:10:00,946.07,128.07,TRADE
TAS1,2025/02/01 03:15:00,940.05,128.07,TRADE
TAS1,2025/02/01 03:20:00,944.15,128.07,TRADE
TAS1,2025/02/01 03:25:00,946.77,128.07,TRADE
TAS1,2025/02/01 03:30:00,947.99,128.07,TRADE
TAS1,2025/02/01 03:35:00,950.35,128.73,TRADE
TAS1,2025/02/01 03:40:00,953.13,128.73,TRADE
TAS1,2025/02/01 03:45:00,954.35,128.73,TRADE
TAS1,2025/02/01 03:50:00,954.34,128.73,TRADE
TAS1,2025/02/01 03:55:00,959.73,129.40,TRADE
TAS1,2025/02/01 04:00:00,959.05,129.40,TRADE
TAS1,2025/02/01 04:05:00,960.84,128.73,TRADE
TAS1,2025/02/01 04:10:00,960.09,128.73,TRADE
TAS1,2025/02/01 04:15:00,959.45,128.73,TRADE
TAS1,2025/02/01 04:20:00,961.85,128.73,TRADE
TAS1,2025/02/01 04:25:00,961.21,128.73,TRADE
TAS1,2025/02/01 04:30:00,960.94,128.73,TRADE
TAS1,2025/02/01 04:35:00,961.23,128.73,TRADE
TAS1,2025/02/01 04:40:00,964.28,128.73,TRADE
TAS1,2025/02/01 04:45:00,966.11,128.73,TRADE
TAS1,2025/02/01 04:50:00,969.03,130.04,TRADE
TAS1,2025/02/01 04:55:00,976.53,130.04,TRADE
TAS1,2025/02/01 05:00:00,978.75,130.04,TRADE
TAS1,2025/02/01 05:05:00,980.91,130.04,TRADE
TAS1,2025/02/01 05:10:00,983.16,130.04,TRADE
TAS1,2025/02/01 05:15:00,986.33,130.04,TRADE
TAS1,2025/02/01 05:20:00,989.64,130.04,TRADE
TAS1,2025/02/01 05:25:00,984.94,130.04,TRADE
TAS1,2025/02/01 05:30:00,988.06,130.04,TRADE
TAS1,2025/02/01 05:35:00,995.41,130.04,TRADE
TAS1,2025/02/01 05:40:00,999.19,130.04,TRADE
TAS1,2025/02/01 05:45:00,999.78,130.04,TRADE
TAS1,2025/02/01 05:50:00,1002.59,130.04,TRADE
TAS1,2025/02/01 05:55:00,997.86,130.04,TRADE
TAS1,2025/02/01 06:00:00,1004.24,130.04,TRADE
TAS1,2025/02/01 06:05:00,998.67,130.04,TRADE
TAS1,2025/02/01 06:10:00,1002.42,130.04,TRADE
TAS1,2025/02/01 06:15:00,1005.2,130.04,TRADE
TAS1,2025/02/01 06:20:00,1009.66,130.04,TRADE
TAS1,2025/02/01 06:25:00,1007.84,130.04,TRADE
TAS1,2025/02/01 06:30:00,1009.68,130.04,TRADE
TAS1,2025/02/01 06:35:00,1013.37,130.04,TRADE
TAS1,2025/02/01 06:40:00,1011.35,130.04,TRADE
TAS1,2025/02/01 06:45:00,1012.13,130.04,TRADE
TAS1,2025/02/01 06:50:00,1011.25,130.04,TRADE
TAS1,2025/02/01 06:55:00,1016.83,130.04,TRADE
TAS1,2025/02/01 07:00:00,1016.77,130.04,TRADE
TAS1,2025/02/01 07:05:00,1021.68,130.04,TRADE
TAS1,2025/02/01 07:10:00,1019.59,130.04,TRADE
TAS1,2025/02/01 07:15:00,1022.89,130.04,TRADE
TAS1,2025/02/01 07:20:00,1015.34,130.04,TRADE
TAS1,2025/02/01 07:25:00,1015.91,130.04,TRADE
TAS1,2025/02/01 07:30:00,1028.28,130.04,TRADE
TAS1,2025/02/01 07:35:00,1023.59,130.04,TRADE
TAS1,2025/02/01 07:40:00,1033.39,130.04,TRADE
TAS1,2025/02/01 07:45:00,1023.47,130.04,TRADE
TAS1,2025/02/01 07:50:00,1024.73,130.04,TRADE
TAS1,2025/02/01 07:55:00,1023.37,130.04,TRADE
TAS1,2025/02/01 08:00:00,1024.57,130.04,TRADE
TAS1,2025/02/01 08:05:00,1015.24,130.04,TRADE
TAS1,2025/02/01 08:10:00,1015.07,130.04,TRADE
TAS1,2025/02/01 08:15:00,1016.65,130.04,TRADE
TAS1,2025/02/01 08:20:00,1011.86,130.04,TRADE
TAS1,2025/02/01 08:25:00,1006.38,130.03,TRADE
TAS1,2025/02/01 08:30:00,1009.62,130.04,TRADE
TAS1,2025/02/01 08:35:00,1012.02,130.04,TRADE
TAS1,2025/02/01 08:40:00,1006.62,130.04,TRADE
TAS1,2025/02/01 08:45:00,1003.53,130.04,TRADE
TAS1,2025/02/01 08:50:00,996.43,130.04,TRADE
TAS1,2025/02/01 08:55:00,992.27,130.04,TRADE
TAS1,2025/02/01 09:00:00,983.29,130.04,TRADE
TAS1,2025/02/01 09:05:00,981.83,130.04,TRADE
TAS1,2025/02/01 09:10:00,981.91,130.04,TRADE
TAS1,2025/02/01 09:15:00,970.94,130.04,TRADE
TAS1,2025/02/01 09:20:00,964.13,129.40,TRADE
TAS1,2025/02/01 09:25:00,955.34,128.73,TRADE
TAS1,2025/02/01 09:30:00,949.05,128.73,TRADE
TAS1,2025/02/01 09:35:00,942.64,129.06,TRADE
TAS1,2025/02/01 09:40:00,941.94,129.06,TRADE
TAS1,2025/02/01 09:45:00,938.41,129.06,TRADE
TAS1,2025/02/01 09:50:00,931.97,129.06,TRADE
TAS1,2025/02/01 09:55:00,929.24,129.06,TRADE
TAS1,2025/02/01 10:00:00,927.36,129.06,TRADE
TAS1,2025/02/01 10:05:00,915.3,129.06,TRADE
TAS1,2025/02/01 10:10:00,912.16,130.04,TRADE
TAS1,2025/02/01 10:15:00,910.96,130.04,TRADE
TAS1,2025/02/01 10:20:00,913.67,130.04,TRADE
TAS1,2025/02/01 10:25:00,910.8,129.06,TRADE
TAS1,2025/02/01 10:30:00,902.88,129.06,TRADE
TAS1,2025/02/01 10:35:00,902.51,129.06,TRADE
TAS1,2025/02/01 10:40:00,899.07,129.06,TRADE
TAS1,2025/02/01 10:45:00,900.52,129.06,TRADE
TAS1,2025/02/01 10:50:00,893.22,129.06,TRADE
TAS1,2025/02/01 10:55:00,889.73,129.06,TRADE
TAS1,2025/02/01 11:00:00,889.94,129.06,TRADE
TAS1,2025/02/01 11:05:00,891.43,129.06,TRADE
TAS1,2025/02/01 11:10:00,890.12,129.06,TRADE
TAS1,2025/02/01 11:15:00,884.38,129.06,TRADE
TAS1,2025/02/01 11:20:00,883.58,129.06,TRADE
