REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2025/12/01 00:05:00,6563.81,63.83,TRADE
QLD1,2025/12/01 00:10:00,6572.76,73.43,TRADE
QLD1,2025/12/01 00:15:00,6533.13,85.05,TRADE
QLD1,2025/12/01 00:20:00,6423.14,70.23,TRADE
QLD1,2025/12/01 00:25:00,6428.44,60.15,TRADE
QLD1,2025/12/01 00:30:00,6389.48,73.34,TRADE
QLD1,2025/12/01 00:35:00,6398.65,73.33,TRADE
QLD1,2025/12/01 00:40:00,6330.47,60.81,TRADE
QLD1,2025/12/01 00:45:00,6366.15,75.75,TRADE
QLD1,2025/12/01 00:50:00,6369.1,64.75,TRADE
QLD1,2025/12/01 00:55:00,6390.2,63.83,TRADE
QLD1,2025/12/01 01:00:00,6296.34,63.83,TRADE
QLD1,2025/12/01 01:05:00,6247.88,61.44,TRADE
QLD1,2025/12/01 01:10:00,6239.38,61.10,TRADE
QLD1,2025/12/01 01:15:00,6254.48,54.96,TRADE
QLD1,2025/12/01 01:20:00,6233.95,60.24,TRADE
QLD1,2025/12/01 01:25:00,6215.62,54.96,TRADE
QLD1,2025/12/01 01:30:00,6193.89,54.96,TRADE
QLD1,2025/12/01 01:35:00,6162.96,54.96,TRADE
QLD1,2025/12/01 01:40:00,6121.45,54.96,TRADE
QLD1,2025/12/01 01:45:00,6143.65,54.73,TRADE
QLD1,2025/12/01 01:50:00,6124.37,54.53,TRADE
QLD1,2025/12/01 01:55:00,6131.8,54.96,TRADE
QLD1,2025/12/01 02:00:00,6084.9,54.53,TRADE
QLD1,2025/12/01 02:05:00,6084.95,59.11,TRADE
QLD1,2025/12/01 02:10:00,6066.56,56.39,TRADE
QLD1,2025/12/01 02:15:00,6065.48,59.34,TRADE
QLD1,2025/12/01 02:20:00,6090.24,60.15,TRADE
QLD1,2025/12/01 02:25:00,6122.52,60.20,TRADE
QLD1,2025/12/01 02:30:00,6069.69,59.70,TRADE
QLD1,2025/12/01 02:35:00,6041.43,59.68,TRADE
QLD1,2025/12/01 02:40:00,6059.36,54.96,TRADE
QLD1,2025/12/01 02:45:00,5974.25,54.96,TRADE
QLD1,2025/12/01 02:50:00,6042.28,60.12,TRADE
QLD1,2025/12/01 02:55:00,6017.82,59.65,TRADE
QLD1,2025/12/01 03:00:00,5983.25,59.61,TRADE
QLD1,2025/12/01 03:05:00,6036.18,60.10,TRADE
