REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2025/02/01 00:05:00,6805.7,86.83,TRADE
QLD1,2025/02/01 00:10:00,6811.08,86.83,TRADE
QLD1,2025/02/01 00:15:00,6808.69,86.83,TRADE
QLD1,2025/02/01 00:20:00,6795.02,86.83,TRADE
QLD1,2025/02/01 00:25:00,6754.51,86.16,TRADE
QLD1,2025/02/01 00:30:00,6760.01,85.95,TRADE
QLD1,2025/02/01 00:35:00,6749.4,85.95,TRADE
QLD1,2025/02/01 00:40:00,6692.1,85.95,TRADE
QLD1,2025/02/01 00:45:00,6688.99,85.75,TRADE
QLD1,2025/02/01 00:50:00,6686.47,85.75,TRADE
QLD1,2025/02/01 00:55:00,6611.12,63.69,TRADE
QLD1,2025/02/01 01:00:00,6610.97,84.79,TRADE
QLD1,2025/02/01 01:05:00,6667.03,64.08,TRADE
QLD1,2025/02/01 01:10:00,6540.48,62.85,TRADE
QLD1,2025/02/01 01:15:00,6545.88,62.84,TRADE
QLD1,2025/02/01 01:20:00,6585.08,84.19,TRADE
QLD1,2025/02/01 01:25:00,6614.4,63.96,TRADE
QLD1,2025/02/01 01:30:00,6641.46,64.43,TRADE
QLD1,2025/02/01 01:35:00,6584.74,86.16,TRADE
QLD1,2025/02/01 01:40:00,6639.66,86.63,TRADE
QLD1,2025/02/01 01:45:00,6591.21,85.95,TRADE
QLD1,2025/02/01 01:50:00,6619.21,85.95,TRADE
QLD1,2025/02/01 01:55:00,6509.62,85.95,TRADE
QLD1,2025/02/01 02:00:00,6491.6,85.95,TRADE
QLD1,2025/02/01 02:05:00,6536.93,85.95,TRADE
QLD1,2025/02/01 02:10:00,6442.25,85.75,TRADE
QLD1,2025/02/01 02:15:00,6378.2,81.29,TRADE
QLD1,2025/02/01 02:20:00,6363.38,84.21,TRADE
QLD1,2025/02/01 02:25:00,6388.49,84.23,TRADE
QLD1,2025/02/01 02:30:00,6357.46,84.19,TRADE
QLD1,2025/02/01 02:35:00,6400.81,84.70,TRADE
QLD1,2025/02/01 02:40:00,6444.23,85.75,TRADE
QLD1,2025/02/01 02:45:00,6337.68,84.04,TRADE
QLD1,2025/02/01 02:50:00,6340.47,85.75,TRADE
QLD1,2025/02/01 02:55:00,6280.46,85.75,TRADE
QLD1,2025/02/01 03:00:00,6371.68,85.49,TRADE
QLD1,2025/02/01 03:05:00,6306.5,85.95,TRADE
QLD1,2025/02/01 03:10:00,6348.74,85.75,TRADE
QLD1,2025/02/01 03:15:00,6338.49,85.38,TRADE
QLD1,2025/02/01 03:20:00,6375.89,85.43,TRADE
QLD1,2025/02/01 03:25:00,6359.77,84.90,TRADE
QLD1,2025/02/01 03:30:00,6334.1,79.99,TRADE
QLD1,2025/02/01 03:35:00,6293.69,61.88,TRADE
QLD1,2025/02/01 03:40:00,6307.45,83.83,TRADE
QLD1,2025/02/01 03:45:00,6327.09,85.95,TRADE
QLD1,2025/02/01 03:50:00,6278.05,83.86,TRADE
QLD1,2025/02/01 03:55:00,6275.79,58.88,TRADE
QLD1,2025/02/01 04:00:00,6323.2,83.93,TRADE
QLD1,2025/02/01 04:05:00,6269.46,83.05,TRADE
QLD1,2025/02/01 04:10:00,6262.88,86.83,TRADE
QLD1,2025/02/01 04:15:00,6332.43,91.36,TRADE
QLD1,2025/02/01 04:20:00,6370.72,93.83,TRADE
QLD1,2025/02/01 04:25:00,6322.31,90.81,TRADE
QLD1,2025/02/01 04:30:00,6337.29,101.75,TRADE
QLD1,2025/02/01 04:35:00,6312.63,109.73,TRADE
QLD1,2025/02/01 04:40:00,6422.88,139.73,TRADE
QLD1,2025/02/01 04:45:00,6388.82,153.83,TRADE
QLD1,2025/02/01 04:50:00,6374.18,99.75,TRADE
QLD1,2025/02/01 04:55:00,6350.41,99.75,TRADE
QLD1,2025/02/01 05:00:00,6388.67,103.53,TRADE
QLD1,2025/02/01 05:05:00,6405.09,103.53,TRADE
