REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2025/07/01 00:05:00,6151.76,153.51,TRADE
QLD1,2025/07/01 00:10:00,6073.73,158.49,TRADE
QLD1,2025/07/01 00:15:00,6033.13,146.94,TRADE
QLD1,2025/07/01 00:20:00,6049.93,161.99,TRADE
QLD1,2025/07/01 00:25:00,6009.08,161.99,TRADE
QLD1,2025/07/01 00:30:00,5982.98,161.99,TRADE
QLD1,2025/07/01 00:35:00,5953.28,159.32,TRADE
QLD1,2025/07/01 00:40:00,5908.84,159.96,TRADE
QLD1,2025/07/01 00:45:00,5873.9,136.40,TRADE
QLD1,2025/07/01 00:50:00,5837.21,152.23,TRADE
QLD1,2025/07/01 00:55:00,5888.58,139.72,TRADE
QLD1,2025/07/01 01:00:00,5841.34,136.21,TRADE
QLD1,2025/07/01 01:05:00,5765.74,136.93,TRADE
QLD1,2025/07/01 01:10:00,5752.11,154.10,TRADE
QLD1,2025/07/01 01:15:00,5723.59,137.84,TRADE
QLD1,2025/07/01 01:20:00,5728.54,153.39,TRADE
QLD1,2025/07/01 01:25:00,5725.1,136.42,TRADE
QLD1,2025/07/01 01:30:00,5744.46,136.46,TRADE
QLD1,2025/07/01 01:35:00,5739.95,153.08,TRADE
QLD1,2025/07/01 01:40:00,5728.12,152.10,TRADE
QLD1,2025/07/01 01:45:00,5716.83,152.97,TRADE
QLD1,2025/07/01 01:50:00,5723.86,152.98,TRADE
QLD1,2025/07/01 01:55:00,5728.6,138.60,TRADE
QLD1,2025/07/01 02:00:00,5738.68,136.80,TRADE
QLD1,2025/07/01 02:05:00,5688.85,135.18,TRADE
QLD1,2025/07/01 02:10:00,5626.29,134,TRADE
QLD1,2025/07/01 02:15:00,5638.91,134.02,TRADE
QLD1,2025/07/01 02:20:00,5643.23,123.42,TRADE
QLD1,2025/07/01 02:25:00,5638.21,121.10,TRADE
QLD1,2025/07/01 02:30:00,5601.93,121.53,TRADE
QLD1,2025/07/01 02:35:00,5627.65,135.68,TRADE
QLD1,2025/07/01 02:40:00,5619.82,120.91,TRADE
QLD1,2025/07/01 02:45:00,5642.57,115.38,TRADE
QLD1,2025/07/01 02:50:00,5623.46,119.96,TRADE
QLD1,2025/07/01 02:55:00,5696.31,97.86,TRADE
QLD1,2025/07/01 03:00:00,5652.97,125.18,TRADE
QLD1,2025/07/01 03:05:00,5614.24,95.26,TRADE
QLD1,2025/07/01 03:10:00,5627.75,96.56,TRADE
QLD1,2025/07/01 03:15:00,5641.71,115.38,TRADE
QLD1,2025/07/01 03:20:00,5659.92,116.60,TRADE
QLD1,2025/07/01 03:25:00,5680.59,96.56,TRADE
QLD1,2025/07/01 03:30:00,5635.3,106.01,TRADE
QLD1,2025/07/01 03:35:00,5593.5,94.02,TRADE
QLD1,2025/07/01 03:40:00,5637.99,115.38,TRADE
QLD1,2025/07/01 03:45:00,5630.59,108.10,TRADE
QLD1,2025/07/01 03:50:00,5684.82,102.83,TRADE
QLD1,2025/07/01 03:55:00,5672.67,95.34,TRADE
QLD1,2025/07/01 04:00:00,5681.94,94.73,TRADE
QLD1,2025/07/01 04:05:00,5642.92,106.26,TRADE
QLD1,2025/07/01 04:10:00,5725.69,108.49,TRADE
QLD1,2025/07/01 04:15:00,5744.51,109.22,TRADE
QLD1,2025/07/01 04:20:00,5679.13,107.75,TRADE
QLD1,2025/07/01 04:25:00,5736.22,108.03,TRADE
QLD1,2025/07/01 04:30:00,5749.48,105.85,TRADE
QLD1,2025/07/01 04:35:00,5835.1,98.45,TRADE
QLD1,2025/07/01 04:40:00,5875.54,111.58,TRADE
QLD1,2025/07/01 04:45:00,5867.28,110.17,TRADE
QLD1,2025/07/01 04:50:00,5784.65,107.97,TRADE
QLD1,2025/07/01 04:55:00,5840.92,109.47,TRADE
QLD1,2025/07/01 05:00:00,5940.27,111.06,TRADE
QLD1,2025/07/01 05:05:00,5913.79,77.53,TRADE
QLD1,2025/07/01 05:10:00,6040.03,111.94,TRADE
QLD1,2025/07/01 05:15:00,6110.66,127.54,TRADE
QLD1,2025/07/01 05:20:00,6139.47,124.21,TRADE
QLD1,2025/07/01 05:25:00,6166.15,119.38,TRADE
QLD1,2025/07/01 05:30:00,6232.09,120.15,TRADE
QLD1,2025/07/01 05:35:00,6261.3,149.91,TRADE
QLD1,2025/07/01 05:40:00,6279.75,118.47,TRADE
QLD1,2025/07/01 05:45:00,6327.86,131.27,TRADE
QLD1,2025/07/01 05:50:00,6383.75,131.71,TRADE
QLD1,2025/07/01 05:55:00,6414.28,129.45,TRADE
QLD1,2025/07/01 06:00:00,6485.46,162.73,TRADE
QLD1,2025/07/01 06:05:00,6515.39,117.53,TRADE
QLD1,2025/07/01 06:10:00,6664.42,135.80,TRADE
QLD1,2025/07/01 06:15:00,6756.53,155.40,TRADE
QLD1,2025/07/01 06:20:00,6829.49,153.78,TRADE
QLD1,2025/07/01 06:25:00,6860.09,162.95,TRADE
QLD1,2025/07/01 06:30:00,6909.43,191.46,TRADE
QLD1,2025/07/01 06:35:00,6961.15,155.14,TRADE
QLD1,2025/07/01 06:40:00,6922.38,162.73,TRADE
QLD1,2025/07/01 06:45:00,6995.88,196.79,TRADE
QLD1,2025/07/01 06:50:00,7020.8,197.01,TRADE
QLD1,2025/07/01 06:55:00,7009.43,219.30,TRADE
QLD1,2025/07/01 07:00:00,7104.26,225.93,TRADE
QLD1,2025/07/01 07:05:00,7070.43,200,TRADE
QLD1,2025/07/01 07:10:00,7131.57,230.36,TRADE
QLD1,2025/07/01 07:15:00,7109,228.73,TRADE
QLD1,2025/07/01 07:20:00,7211.16,266.41,TRADE
QLD1,2025/07/01 07:25:00,7139.44,271.35,TRADE
QLD1,2025/07/01 07:30:00,7097.43,240.63,TRADE
QLD1,2025/07/01 07:35:00,6988.46,217.56,TRADE
QLD1,2025/07/01 07:40:00,6988.17,200,TRADE
QLD1,2025/07/01 07:45:00,6983.86,83.45,TRADE
QLD1,2025/07/01 07:50:00,6875.38,90,TRADE
QLD1,2025/07/01 07:55:00,6839.33,90,TRADE
QLD1,2025/07/01 08:00:00,6748.22,75.83,TRADE
QLD1,2025/07/01 08:05:00,6670.58,52.45,TRADE
QLD1,2025/07/01 08:10:00,6605.37,55,TRADE
QLD1,2025/07/01 08:15:00,6519.33,0,TRADE
QLD1,2025/07/01 08:20:00,6408.39,0,TRADE
QLD1,2025/07/01 08:25:00,6341.16,52.45,TRADE
QLD1,2025/07/01 08:30:00,6283.9,44.94,TRADE
QLD1,2025/07/01 08:35:00,6224.1,52.45,TRADE
QLD1,2025/07/01 08:40:00,6081.33,50.75,TRADE
QLD1,2025/07/01 08:45:00,5971.49,52.45,TRADE
QLD1,2025/07/01 08:50:00,5903.85,50.75,TRADE
QLD1,2025/07/01 08:55:00,5731.58,44.94,TRADE
QLD1,2025/07/01 09:00:00,5632.98,44.94,TRADE
QLD1,2025/07/01 09:05:00,5540.02,44.94,TRADE
QLD1,2025/07/01 09:10:00,5480.27,75.83,TRADE
QLD1,2025/07/01 09:15:00,5364.25,52.45,TRADE
QLD1,2025/07/01 09:20:00,5354.62,52.45,TRADE
QLD1,2025/07/01 09:25:00,5304.74,50.95,TRADE
QLD1,2025/07/01 09:30:00,5219.23,0,TRADE
QLD1,2025/07/01 09:35:00,5084.89,-13.30,TRADE
QLD1,2025/07/01 09:40:00,5017.27,-12.64,TRADE
QLD1,2025/07/01 09:45:00,4933.86,0,TRADE
QLD1,2025/07/01 09:50:00,4916.39,0,TRADE
QLD1,2025/07/01 09:55:00,4899.67,-12.64,TRADE
QLD1,2025/07/01 10:00:00,4775.97,-14.73,TRADE
QLD1,2025/07/01 10:05:00,4722.74,-14.73,TRADE
QLD1,2025/07/01 10:10:00,4767.61,-14.73,TRADE
QLD1,2025/07/01 10:15:00,4686.28,-15.92,TRADE
QLD1,2025/07/01 10:20:00,4644.22,-18.50,TRADE
QLD1,2025/07/01 10:25:00,4638.62,-14.99,TRADE
QLD1,2025/07/01 10:30:00,4563.25,-18.50,TRADE
QLD1,2025/07/01 10:35:00,4531.81,-16.36,TRADE
QLD1,2025/07/01 10:40:00,4522.6,-16,TRADE
QLD1,2025/07/01 10:45:00,4499.01,-16.43,TRADE
