REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,2025/12/01 00:05:00,983,60.16,TRADE
TAS1,2025/12/01 00:10:00,982.37,60.16,TRADE
TAS1,2025/12/01 00:15:00,983.49,60.16,TRADE
TAS1,2025/12/01 00:20:00,978.9,60.16,TRADE
TAS1,2025/12/01 00:25:00,978.33,60.16,TRADE
TAS1,2025/12/01 00:30:00,983.74,60.16,TRADE
TAS1,2025/12/01 00:35:00,991.57,60.16,TRADE
TAS1,2025/12/01 00:40:00,989.05,60.16,TRADE
TAS1,2025/12/01 00:45:00,988.8,60.16,TRADE
TAS1,2025/12/01 00:50:00,983.36,60.16,TRADE
TAS1,2025/12/01 00:55:00,981.55,60.16,TRADE
TAS1,2025/12/01 01:00:00,981.83,60.16,TRADE
TAS1,2025/12/01 01:05:00,981.36,60.16,TRADE
TAS1,2025/12/01 01:10:00,986.66,60.16,TRADE
TAS1,2025/12/01 01:15:00,986.93,60.74,TRADE
TAS1,2025/12/01 01:20:00,988.24,60.74,TRADE
TAS1,2025/12/01 01:25:00,986.28,60.69,TRADE
TAS1,2025/12/01 01:30:00,979.03,60.16,TRADE
TAS1,2025/12/01 01:35:00,979.71,60.16,TRADE
TAS1,2025/12/01 01:40:00,980.96,60.14,TRADE
TAS1,2025/12/01 01:45:00,969.51,56.84,TRADE
TAS1,2025/12/01 01:50:00,963.56,56.09,TRADE
TAS1,2025/12/01 01:55:00,965.86,56,TRADE
TAS1,2025/12/01 02:00:00,970.7,60.16,TRADE
TAS1,2025/12/01 02:05:00,981.84,60.16,TRADE
TAS1,2025/12/01 02:10:00,983.94,60.16,TRADE
TAS1,2025/12/01 02:15:00,977.94,60.16,TRADE
TAS1,2025/12/01 02:20:00,984.57,60.16,TRADE
TAS1,2025/12/01 02:25:00,983.67,60.16,TRADE
TAS1,2025/12/01 02:30:00,985.35,60.16,TRADE
TAS1,2025/12/01 02:35:00,973.86,60.16,TRADE
TAS1,2025/12/01 02:40:00,964,60.16,TRADE
TAS1,2025/12/01 02:45:00,969.61,60.02,TRADE
TAS1,2025/12/01 02:50:00,956.65,55.97,TRADE
TAS1,2025/12/01 02:55:00,962.59,60.82,TRADE
TAS1,2025/12/01 03:00:00,971.05,60.97,TRADE
TAS1,2025/12/01 03:05:00,978.61,60.81,TRADE
TAS1,2025/12/01 03:10:00,993.17,61.18,TRADE
TAS1,2025/12/01 03:15:00,995.83,61.18,TRADE
TAS1,2025/12/01 03:20:00,1001.81,60.58,TRADE
TAS1,2025/12/01 03:25:00,1006.44,60.67,TRADE
TAS1,2025/12/01 03:30:00,1014.76,60.16,TRADE
TAS1,2025/12/01 03:35:00,1012.16,60.66,TRADE
TAS1,2025/12/01 03:40:00,1021.19,60.66,TRADE
TAS1,2025/12/01 03:45:00,1019.7,60.66,TRADE
TAS1,2025/12/01 03:50:00,1022.06,60.66,TRADE
TAS1,2025/12/01 03:55:00,1022.33,60.84,TRADE
TAS1,2025/12/01 04:00:00,1030.1,60.70,TRADE
TAS1,2025/12/01 04:05:00,1037.88,60.82,TRADE
TAS1,2025/12/01 04:10:00,1044.25,60.69,TRADE
TAS1,2025/12/01 04:15:00,1050.44,60.63,TRADE
TAS1,2025/12/01 04:20:00,1054.02,60.63,TRADE
TAS1,2025/12/01 04:25:00,1058.38,60.68,TRADE
TAS1,2025/12/01 04:30:00,1063.22,60.67,TRADE
TAS1,2025/12/01 04:35:00,1065.25,60.86,TRADE
TAS1,2025/12/01 04:40:00,1073.27,60.68,TRADE
TAS1,2025/12/01 04:45:00,1082.09,61.18,TRADE
TAS1,2025/12/01 04:50:00,1087.26,61.17,TRADE
TAS1,2025/12/01 04:55:00,1101.4,61.16,TRADE
TAS1,2025/12/01 05:00:00,1107.04,61.16,TRADE
TAS1,2025/12/01 05:05:00,1110.33,61.16,TRADE
TAS1,2025/12/01 05:10:00,1120.67,65.01,TRADE
TAS1,2025/12/01 05:15:00,1130.82,65,TRADE
TAS1,2025/12/01 05:20:00,1139.46,65.01,TRADE
TAS1,2025/12/01 05:25:00,1143.61,65.01,TRADE
TAS1,2025/12/01 05:30:00,1153.08,74.39,TRADE
TAS1,2025/12/01 05:35:00,1156.49,65.01,TRADE
TAS1,2025/12/01 05:40:00,1167.88,74.42,TRADE
TAS1,2025/12/01 05:45:00,1171.4,65.01,TRADE
TAS1,2025/12/01 05:50:00,1179.87,65.01,TRADE
TAS1,2025/12/01 05:55:00,1181.71,92.61,TRADE
TAS1,2025/12/01 06:00:00,1194.82,65,TRADE
TAS1,2025/12/01 06:05:00,1189.82,65,TRADE
TAS1,2025/12/01 06:10:00,1184.26,65,TRADE
TAS1,2025/12/01 06:15:00,1189.06,80.14,TRADE
TAS1,2025/12/01 06:20:00,1197.1,65,TRADE
TAS1,2025/12/01 06:25:00,1192.9,64.90,TRADE
TAS1,2025/12/01 06:30:00,1190.9,61.09,TRADE
TAS1,2025/12/01 06:35:00,1193.1,65,TRADE
TAS1,2025/12/01 06:40:00,1189.58,64.90,TRADE
TAS1,2025/12/01 06:45:00,1186.73,61.10,TRADE
TAS1,2025/12/01 06:50:00,1180.34,61.10,TRADE
TAS1,2025/12/01 06:55:00,1180.45,61.10,TRADE
TAS1,2025/12/01 07:00:00,1172.51,61.11,TRADE
TAS1,2025/12/01 07:05:00,1163.5,61.12,TRADE
TAS1,2025/12/01 07:10:00,1179.8,61.10,TRADE
TAS1,2025/12/01 07:15:00,1168.86,60.14,TRADE
TAS1,2025/12/01 07:20:00,1151.95,57.75,TRADE
TAS1,2025/12/01 07:25:00,1130.73,57.87,TRADE
TAS1,2025/12/01 07:30:00,1120.57,57.91,TRADE
TAS1,2025/12/01 07:35:00,1121.5,61.15,TRADE
TAS1,2025/12/01 07:40:00,1099.68,58.04,TRADE
TAS1,2025/12/01 07:45:00,1083.42,58.33,TRADE
TAS1,2025/12/01 07:50:00,1080.28,58.48,TRADE
TAS1,2025/12/01 07:55:00,1068.34,57.12,TRADE
TAS1,2025/12/01 08:00:00,1060.8,55.39,TRADE
TAS1,2025/12/01 08:05:00,1049.15,54.91,TRADE
TAS1,2025/12/01 08:10:00,1044.51,57.23,TRADE
TAS1,2025/12/01 08:15:00,1035.94,53.28,TRADE
TAS1,2025/12/01 08:20:00,1025.19,53.24,TRADE
TAS1,2025/12/01 08:25:00,1020.4,51.38,TRADE
TAS1,2025/12/01 08:30:00,1023.25,50.47,TRADE
TAS1,2025/12/01 08:35:00,1021.56,50.10,TRADE
TAS1,2025/12/01 08:40:00,1014.82,50.10,TRADE
TAS1,2025/12/01 08:45:00,1011.04,50.10,TRADE
TAS1,2025/12/01 08:50:00,1003.9,45.20,TRADE
TAS1,2025/12/01 08:55:00,994.91,46.16,TRADE
TAS1,2025/12/01 09:00:00,989.3,47.76,TRADE
TAS1,2025/12/01 09:05:00,977.26,51.50,TRADE
TAS1,2025/12/01 09:10:00,969.33,50.12,TRADE
TAS1,2025/12/01 09:15:00,952.96,50.33,TRADE
TAS1,2025/12/01 09:20:00,940.23,49.95,TRADE
TAS1,2025/12/01 09:25:00,929.11,51.86,TRADE
TAS1,2025/12/01 09:30:00,933.23,50,TRADE
TAS1,2025/12/01 09:35:00,921.41,50.12,TRADE
TAS1,2025/12/01 09:40:00,922.24,43.86,TRADE
TAS1,2025/12/01 09:45:00,894.56,47.86,TRADE
TAS1,2025/12/01 09:50:00,895.02,47.80,TRADE
TAS1,2025/12/01 09:55:00,896.33,43.75,TRADE
TAS1,2025/12/01 10:00:00,886.28,52.78,TRADE
TAS1,2025/12/01 10:05:00,888.85,55.62,TRADE
TAS1,2025/12/01 10:10:00,897.28,56.14,TRADE
TAS1,2025/12/01 10:15:00,897.27,53.44,TRADE
TAS1,2025/12/01 10:20:00,900.48,52.26,TRADE
TAS1,2025/12/01 10:25:00,899.43,49.47,TRADE
TAS1,2025/12/01 10:30:00,897.72,49.50,TRADE
TAS1,2025/12/01 10:35:00,895.77,50.10,TRADE
TAS1,2025/12/01 10:40:00,899.74,50.10,TRADE
TAS1,2025/12/01 10:45:00,898.95,50.10,TRADE
TAS1,2025/12/01 10:50:00,892.95,44.83,TRADE
TAS1,2025/12/01 10:55:00,905.34,43.78,TRADE
TAS1,2025/12/01 11:00:00,900.65,45.48,TRADE
TAS1,2025/12/01 11:05:00,909.87,52.01,TRADE
TAS1,2025/12/01 11:10:00,909.35,55.23,TRADE
TAS1,2025/12/01 11:15:00,916.62,56.26,TRADE
TAS1,2025/12/01 11:20:00,920.92,52.84,TRADE
TAS1,2025/12/01 11:25:00,917.41,53.90,TRADE
TAS1,2025/12/01 11:30:00,918.01,53.19,TRADE
TAS1,2025/12/01 11:35:00,913.56,53.72,TRADE
TAS1,2025/12/01 11:40:00,918.23,50.10,TRADE
TAS1,2025/12/01 11:45:00,919.52,52.69,TRADE
TAS1,2025/12/01 11:50:00,913.09,53.78,TRADE
TAS1,2025/12/01 11:55:00,919.94,52.66,TRADE
TAS1,2025/12/01 12:00:00,919.89,55.28,TRADE
TAS1,2025/12/01 12:05:00,924.64,50.10,TRADE
TAS1,2025/12/01 12:10:00,916.21,50.10,TRADE
TAS1,2025/12/01 12:15:00,916.29,50.10,TRADE
TAS1,2025/12/01 12:20:00,915.45,54.97,TRADE
TAS1,2025/12/01 12:25:00,901.68,53.42,TRADE
TAS1,2025/12/01 12:30:00,899.13,48.74,TRADE
TAS1,2025/12/01 12:35:00,902.48,50.10,TRADE
TAS1,2025/12/01 12:40:00,914.75,53.31,TRADE
TAS1,2025/12/01 12:45:00,918.26,50.10,TRADE
TAS1,2025/12/01 12:50:00,918.65,49.66,TRADE
TAS1,2025/12/01 12:55:00,904.44,51.24,TRADE
TAS1,2025/12/01 13:00:00,910.9,54.58,TRADE
TAS1,2025/12/01 13:05:00,903.66,57.45,TRADE
TAS1,2025/12/01 13:10:00,892.93,56.24,TRADE
TAS1,2025/12/01 13:15:00,895.64,58.24,TRADE
TAS1,2025/12/01 13:20:00,899.21,58.37,TRADE
TAS1,2025/12/01 13:25:00,909.47,80.10,TRADE
TAS1,2025/12/01 13:30:00,923.75,80.10,TRADE
TAS1,2025/12/01 13:35:00,922.83,56.80,TRADE
TAS1,2025/12/01 13:40:00,941.8,55.31,TRADE
TAS1,2025/12/01 13:45:00,946.24,53.75,TRADE
TAS1,2025/12/01 13:50:00,949.28,54.53,TRADE
TAS1,2025/12/01 13:55:00,943.29,55.10,TRADE
TAS1,2025/12/01 14:00:00,941.61,57.56,TRADE
TAS1,2025/12/01 14:05:00,938.44,54.90,TRADE
TAS1,2025/12/01 14:10:00,939.72,57.85,TRADE
TAS1,2025/12/01 14:15:00,930.28,54.45,TRADE
TAS1,2025/12/01 14:20:00,932.2,59.14,TRADE
TAS1,2025/12/01 14:25:00,943.54,57.52,TRADE
TAS1,2025/12/01 14:30:00,953.44,57.14,TRADE
TAS1,2025/12/01 14:35:00,953.88,40.08,TRADE
TAS1,2025/12/01 14:40:00,940.7,40.08,TRADE
TAS1,2025/12/01 14:45:00,958.84,40.08,TRADE
TAS1,2025/12/01 14:50:00,968.19,44,TRADE
TAS1,2025/12/01 14:55:00,970.32,12.10,TRADE
TAS1,2025/12/01 15:00:00,984.52,40.09,TRADE
TAS1,2025/12/01 15:05:00,988.57,11.37,TRADE
TAS1,2025/12/01 15:10:00,1004.24,100.18,TRADE
TAS1,2025/12/01 15:15:00,1007.24,57.04,TRADE
TAS1,2025/12/01 15:20:00,1006.48,44.24,TRADE
TAS1,2025/12/01 15:25:00,1015.14,44.10,TRADE
TAS1,2025/12/01 15:30:00,1014.98,48,TRADE
TAS1,2025/12/01 15:35:00,1011.07,47.46,TRADE
TAS1,2025/12/01 15:40:00,1017.54,57.79,TRADE
TAS1,2025/12/01 15:45:00,1021.1,51.02,TRADE
TAS1,2025/12/01 15:50:00,1018.77,43.70,TRADE
TAS1,2025/12/01 15:55:00,1022.31,57.33,TRADE
TAS1,2025/12/01 16:00:00,1042.3,57.68,TRADE
TAS1,2025/12/01 16:05:00,1046.04,50.10,TRADE
TAS1,2025/12/01 16:10:00,1032.42,56.79,TRADE
TAS1,2025/12/01 16:15:00,1038.61,40.08,TRADE
TAS1,2025/12/01 16:20:00,1039.11,56.38,TRADE
TAS1,2025/12/01 16:25:00,1061.66,50.10,TRADE
TAS1,2025/12/01 16:30:00,1064.14,57.08,TRADE
TAS1,2025/12/01 16:35:00,1087.21,50.10,TRADE
TAS1,2025/12/01 16:40:00,1108.55,57.64,TRADE
TAS1,2025/12/01 16:45:00,1122.86,55.71,TRADE
TAS1,2025/12/01 16:50:00,1124.19,50.12,TRADE
TAS1,2025/12/01 16:55:00,1117.57,57.78,TRADE
TAS1,2025/12/01 17:00:00,1119.89,50.90,TRADE
TAS1,2025/12/01 17:05:00,1114.75,50.10,TRADE
TAS1,2025/12/01 17:10:00,1099.89,48.12,TRADE
TAS1,2025/12/01 17:15:00,1100.17,57.26,TRADE
TAS1,2025/12/01 17:20:00,1125.2,57.78,TRADE
TAS1,2025/12/01 17:25:00,1119.53,61.55,TRADE
TAS1,2025/12/01 17:30:00,1124.32,61.48,TRADE
TAS1,2025/12/01 17:35:00,1115.94,61.48,TRADE
TAS1,2025/12/01 17:40:00,1124.95,59.02,TRADE
TAS1,2025/12/01 17:45:00,1122.59,58.78,TRADE
TAS1,2025/12/01 17:50:00,1122.95,48.12,TRADE
TAS1,2025/12/01 17:55:00,1122.28,61.11,TRADE
TAS1,2025/12/01 18:00:00,1114.49,57.39,TRADE
TAS1,2025/12/01 18:05:00,1119.67,48.12,TRADE
TAS1,2025/12/01 18:10:00,1109.08,60.85,TRADE
TAS1,2025/12/01 18:15:00,1110.25,60.83,TRADE
TAS1,2025/12/01 18:20:00,1120.99,60.82,TRADE
TAS1,2025/12/01 18:25:00,1106.69,60.71,TRADE
TAS1,2025/12/01 18:30:00,1109.96,61.14,TRADE
TAS1,2025/12/01 18:35:00,1103.62,64.91,TRADE
TAS1,2025/12/01 18:40:00,1027.86,66.39,TRADE
TAS1,2025/12/01 18:45:00,1103.63,101.26,TRADE
TAS1,2025/12/01 18:50:00,1097.53,103.03,TRADE
TAS1,2025/12/01 18:55:00,1100.37,113.80,TRADE
TAS1,2025/12/01 19:00:00,1111.05,88.25,TRADE
TAS1,2025/12/01 19:05:00,1115.82,88.72,TRADE
TAS1,2025/12/01 19:10:00,1121.37,83.19,TRADE
TAS1,2025/12/01 19:15:00,1123.65,80.64,TRADE
TAS1,2025/12/01 19:20:00,1132.06,88.72,TRADE
TAS1,2025/12/01 19:25:00,1125.97,82.60,TRADE
TAS1,2025/12/01 19:30:00,1125.11,85.02,TRADE
TAS1,2025/12/01 19:35:00,1107.35,82.76,TRADE
TAS1,2025/12/01 19:40:00,1108.28,82.76,TRADE
TAS1,2025/12/01 19:45:00,1113.51,93.72,TRADE
TAS1,2025/12/01 19:50:00,1118.35,96.22,TRADE
TAS1,2025/12/01 19:55:00,1124.09,100.07,TRADE
TAS1,2025/12/01 20:00:00,1109.95,102.08,TRADE
TAS1,2025/12/01 20:05:00,1116.41,100.08,TRADE
TAS1,2025/12/01 20:10:00,1114.1,98.18,TRADE
TAS1,2025/12/01 20:15:00,1109.04,98.18,TRADE
TAS1,2025/12/01 20:20:00,1106.15,98.18,TRADE
TAS1,2025/12/01 20:25:00,1108.54,98.18,TRADE
TAS1,2025/12/01 20:30:00,1112.24,98.18,TRADE
TAS1,2025/12/01 20:35:00,1098.99,81.67,TRADE
TAS1,2025/12/01 20:40:00,1096.09,82.96,TRADE
TAS1,2025/12/01 20:45:00,1094.22,81.67,TRADE
TAS1,2025/12/01 20:50:00,1088.55,98.18,TRADE
TAS1,2025/12/01 20:55:00,1085.42,98.18,TRADE
TAS1,2025/12/01 21:00:00,1075.34,82.96,TRADE
TAS1,2025/12/01 21:05:00,1067.42,90.59,TRADE
TAS1,2025/12/01 21:10:00,1068.69,90.59,TRADE
TAS1,2025/12/01 21:15:00,1056.51,82.60,TRADE
TAS1,2025/12/01 21:20:00,1043.22,80.14,TRADE
TAS1,2025/12/01 21:25:00,1028.89,65.06,TRADE
TAS1,2025/12/01 21:30:00,1061.09,80.64,TRADE
TAS1,2025/12/01 21:35:00,1056.21,91.57,TRADE
TAS1,2025/12/01 21:40:00,1036.92,82.60,TRADE
TAS1,2025/12/01 21:45:00,1007.19,80.10,TRADE
TAS1,2025/12/01 21:50:00,1010.42,98.18,TRADE
TAS1,2025/12/01 21:55:00,984.92,60.87,TRADE
TAS1,2025/12/01 22:00:00,954,60.14,TRADE
TAS1,2025/12/01 22:05:00,930.08,87.36,TRADE
TAS1,2025/12/01 22:10:00,952.51,98.18,TRADE
TAS1,2025/12/01 22:15:00,940.51,88.83,TRADE
TAS1,2025/12/01 22:20:00,948.71,98.18,TRADE
TAS1,2025/12/01 22:25:00,936.71,88.83,TRADE
TAS1,2025/12/01 22:30:00,945.11,98.18,TRADE
TAS1,2025/12/01 22:35:00,929.28,80.64,TRADE
TAS1,2025/12/01 22:40:00,922.59,80.79,TRADE
TAS1,2025/12/01 22:45:00,923.82,80.14,TRADE
TAS1,2025/12/01 22:50:00,914.28,80.14,TRADE
TAS1,2025/12/01 22:55:00,911.84,80.79,TRADE
TAS1,2025/12/01 23:00:00,909.46,80.14,TRADE
TAS1,2025/12/01 23:05:00,909.16,80.64,TRADE
TAS1,2025/12/01 23:10:00,906.82,80.14,TRADE
TAS1,2025/12/01 23:15:00,914.67,80.79,TRADE
TAS1,2025/12/01 23:20:00,920.16,80.79,TRADE
TAS1,2025/12/01 23:25:00,917.54,80.79,TRADE
TAS1,2025/12/01 23:30:00,924.39,88.19,TRADE
TAS1,2025/12/01 23:35:00,928.99,88.19,TRADE
TAS1,2025/12/01 23:40:00,925.4,88.19,TRADE
TAS1,2025/12/01 23:45:00,932.25,91.27,TRADE
TAS1,2025/12/01 23:50:00,931.36,80.14,TRADE
TAS1,2025/12/01 23:55:00,925.7,70.72,TRADE
TAS1,2025/12/02 00:00:00,923.34,60.87,TRADE
TAS1,2025/12/02 00:05:00,915.87,60.87,TRADE
TAS1,2025/12/02 00:10:00,907.31,65.24,TRADE
TAS1,2025/12/02 00:15:00,903.28,60.87,TRADE
TAS1,2025/12/02 00:20:00,909.48,60.16,TRADE
TAS1,2025/12/02 00:25:00,902.88,60.16,TRADE
TAS1,2025/12/02 00:30:00,902.37,60.87,TRADE
TAS1,2025/12/02 00:35:00,904.6,60.87,TRADE
TAS1,2025/12/02 00:40:00,902.57,60.87,TRADE
TAS1,2025/12/02 00:45:00,887.96,60.14,TRADE
TAS1,2025/12/02 00:50:00,905.05,60.14,TRADE
TAS1,2025/12/02 00:55:00,900.31,60.14,TRADE
TAS1,2025/12/02 01:00:00,894.39,60.02,TRADE
TAS1,2025/12/02 01:05:00,883.88,60.02,TRADE
TAS1,2025/12/02 01:10:00,882.84,60.14,TRADE
TAS1,2025/12/02 01:15:00,878.57,60.14,TRADE
TAS1,2025/12/02 01:20:00,903.68,60.14,TRADE
TAS1,2025/12/02 01:25:00,913.57,60.14,TRADE
TAS1,2025/12/02 01:30:00,915.31,60.16,TRADE
TAS1,2025/12/02 01:35:00,912.8,60.16,TRADE
TAS1,2025/12/02 01:40:00,899.87,60.14,TRADE
TAS1,2025/12/02 01:45:00,914.5,60.16,TRADE
