REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2025/09/01 00:05:00,5669.89,107.83,TRADE
QLD1,2025/09/01 00:10:00,5681.13,122.71,TRADE
QLD1,2025/09/01 00:15:00,5664.7,108.75,TRADE
QLD1,2025/09/01 00:20:00,5600.55,107.83,TRADE
QLD1,2025/09/01 00:25:00,5573.46,107.83,TRADE
QLD1,2025/09/01 00:30:00,5549.02,107.83,TRADE
QLD1,2025/09/01 00:35:00,5539.25,108.75,TRADE
QLD1,2025/09/01 00:40:00,5532.65,107.83,TRADE
QLD1,2025/09/01 00:45:00,5499.94,107.83,TRADE
QLD1,2025/09/01 00:50:00,5464.37,127.54,TRADE
QLD1,2025/09/01 00:55:00,5462.99,108.75,TRADE
QLD1,2025/09/01 01:00:00,5510.46,127.54,TRADE
QLD1,2025/09/01 01:05:00,5423.26,108.75,TRADE
QLD1,2025/09/01 01:10:00,5471.08,123.76,TRADE
QLD1,2025/09/01 01:15:00,5429.87,107.83,TRADE
QLD1,2025/09/01 01:20:00,5372.09,107.83,TRADE
QLD1,2025/09/01 01:25:00,5471.33,100.49,TRADE
QLD1,2025/09/01 01:30:00,5378.42,96.21,TRADE
QLD1,2025/09/01 01:35:00,5396.41,97.83,TRADE
QLD1,2025/09/01 01:40:00,5405.41,100.45,TRADE
QLD1,2025/09/01 01:45:00,5302.02,97.83,TRADE
QLD1,2025/09/01 01:50:00,5372.27,97.83,TRADE
QLD1,2025/09/01 01:55:00,5351.01,97.83,TRADE
QLD1,2025/09/01 02:00:00,5332.1,97.83,TRADE
QLD1,2025/09/01 02:05:00,5379.67,108.75,TRADE
QLD1,2025/09/01 02:10:00,5361.1,100.18,TRADE
QLD1,2025/09/01 02:15:00,5357.05,107.83,TRADE
QLD1,2025/09/01 02:20:00,5372.14,97.83,TRADE
QLD1,2025/09/01 02:25:00,5302.46,97.83,TRADE
QLD1,2025/09/01 02:30:00,5308.15,108.75,TRADE
QLD1,2025/09/01 02:35:00,5223.99,97.83,TRADE
QLD1,2025/09/01 02:40:00,5289.88,99.86,TRADE
QLD1,2025/09/01 02:45:00,5273.21,96.45,TRADE
QLD1,2025/09/01 02:50:00,5275.48,99.31,TRADE
QLD1,2025/09/01 02:55:00,5312.46,99.86,TRADE
QLD1,2025/09/01 03:00:00,5269.54,97.83,TRADE
QLD1,2025/09/01 03:05:00,5281.8,106.23,TRADE
QLD1,2025/09/01 03:10:00,5314.19,97.83,TRADE
QLD1,2025/09/01 03:15:00,5350.03,116.73,TRADE
QLD1,2025/09/01 03:20:00,5297.41,108.75,TRADE
QLD1,2025/09/01 03:25:00,5333.27,105.66,TRADE
QLD1,2025/09/01 03:30:00,5342.26,107.83,TRADE
QLD1,2025/09/01 03:35:00,5361.86,107.83,TRADE
QLD1,2025/09/01 03:40:00,5360.07,108.75,TRADE
QLD1,2025/09/01 03:45:00,5364.3,119.52,TRADE
QLD1,2025/09/01 03:50:00,5366.42,116.73,TRADE
QLD1,2025/09/01 03:55:00,5397.81,107.83,TRADE
QLD1,2025/09/01 04:00:00,5416.66,107.83,TRADE
QLD1,2025/09/01 04:05:00,5457.09,107.83,TRADE
QLD1,2025/09/01 04:10:00,5474.51,122.03,TRADE
QLD1,2025/09/01 04:15:00,5525.09,141.26,TRADE
QLD1,2025/09/01 04:20:00,5558.38,124.57,TRADE
QLD1,2025/09/01 04:25:00,5510.19,123.93,TRADE
