REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,2025/07/01 00:05:00,1165.48,155.65,TRADE
TAS1,2025/07/01 00:10:00,1161.85,189.86,TRADE
TAS1,2025/07/01 00:15:00,1159.16,176.95,TRADE
TAS1,2025/07/01 00:20:00,1155.02,190.35,TRADE
TAS1,2025/07/01 00:25:00,1159.49,190.35,TRADE
TAS1,2025/07/01 00:30:00,1151.7,190.35,TRADE
TAS1,2025/07/01 00:35:00,1147.65,190.35,TRADE
TAS1,2025/07/01 00:40:00,1146.51,190.45,TRADE
TAS1,2025/07/01 00:45:00,1148.11,169.21,TRADE
TAS1,2025/07/01 00:50:00,1142.71,189.86,TRADE
TAS1,2025/07/01 00:55:00,1142.96,171.89,TRADE
TAS1,2025/07/01 01:00:00,1138.55,168.77,TRADE
TAS1,2025/07/01 01:05:00,1142.13,168.77,TRADE
TAS1,2025/07/01 01:10:00,1139.04,189.86,TRADE
TAS1,2025/07/01 01:15:00,1151.87,169.21,TRADE
TAS1,2025/07/01 01:20:00,1167.5,187.66,TRADE
TAS1,2025/07/01 01:25:00,1179.45,170.08,TRADE
TAS1,2025/07/01 01:30:00,1189.33,170.08,TRADE
TAS1,2025/07/01 01:35:00,1185.87,190.45,TRADE
TAS1,2025/07/01 01:40:00,1184.2,190.35,TRADE
TAS1,2025/07/01 01:45:00,1186.21,190.35,TRADE
TAS1,2025/07/01 01:50:00,1188.2,190.35,TRADE
TAS1,2025/07/01 01:55:00,1185.61,175.58,TRADE
TAS1,2025/07/01 02:00:00,1182.6,172.31,TRADE
TAS1,2025/07/01 02:05:00,1198.96,167.85,TRADE
TAS1,2025/07/01 02:10:00,1207.65,169.52,TRADE
TAS1,2025/07/01 02:15:00,1197.86,166.46,TRADE
TAS1,2025/07/01 02:20:00,1199.71,154.38,TRADE
TAS1,2025/07/01 02:25:00,1200.13,154.38,TRADE
TAS1,2025/07/01 02:30:00,1194.71,154.38,TRADE
TAS1,2025/07/01 02:35:00,1199.91,169.66,TRADE
TAS1,2025/07/01 02:40:00,1204.26,153.47,TRADE
TAS1,2025/07/01 02:45:00,1200.08,152.47,TRADE
TAS1,2025/07/01 02:50:00,1198.9,153.47,TRADE
TAS1,2025/07/01 02:55:00,1202.57,153.47,TRADE
TAS1,2025/07/01 03:00:00,1212.47,154.38,TRADE
TAS1,2025/07/01 03:05:00,1215.85,153.47,TRADE
TAS1,2025/07/01 03:10:00,1219.12,154.38,TRADE
TAS1,2025/07/01 03:15:00,1181.11,153.47,TRADE
TAS1,2025/07/01 03:20:00,1192.13,153.47,TRADE
TAS1,2025/07/01 03:25:00,1189.42,153.47,TRADE
TAS1,2025/07/01 03:30:00,1192.61,153.47,TRADE
TAS1,2025/07/01 03:35:00,1193.76,154.38,TRADE
TAS1,2025/07/01 03:40:00,1195.4,154.38,TRADE
TAS1,2025/07/01 03:45:00,1192.17,154.38,TRADE
TAS1,2025/07/01 03:50:00,1194.68,154.38,TRADE
TAS1,2025/07/01 03:55:00,1195.16,154.38,TRADE
TAS1,2025/07/01 04:00:00,1155.8,153.47,TRADE
TAS1,2025/07/01 04:05:00,1171.19,137.83,TRADE
TAS1,2025/07/01 04:10:00,1171.49,138.76,TRADE
TAS1,2025/07/01 04:15:00,1178.4,139.82,TRADE
TAS1,2025/07/01 04:20:00,1179.35,139.01,TRADE
TAS1,2025/07/01 04:25:00,1183.95,139.96,TRADE
TAS1,2025/07/01 04:30:00,1184.26,138.83,TRADE
TAS1,2025/07/01 04:35:00,1186.85,123.32,TRADE
TAS1,2025/07/01 04:40:00,1191.63,135.28,TRADE
TAS1,2025/07/01 04:45:00,1193.28,138.33,TRADE
TAS1,2025/07/01 04:50:00,1198.86,140.10,TRADE
TAS1,2025/07/01 04:55:00,1205.19,154.56,TRADE
TAS1,2025/07/01 05:00:00,1212.11,154.56,TRADE
TAS1,2025/07/01 05:05:00,1215.06,154.56,TRADE
TAS1,2025/07/01 05:10:00,1224.35,154.56,TRADE
TAS1,2025/07/01 05:15:00,1231.19,154.56,TRADE
TAS1,2025/07/01 05:20:00,1237.14,154.56,TRADE
TAS1,2025/07/01 05:25:00,1243.9,154.56,TRADE
TAS1,2025/07/01 05:30:00,1252.43,154.56,TRADE
TAS1,2025/07/01 05:35:00,1258.65,173.67,TRADE
TAS1,2025/07/01 05:40:00,1263.29,141.57,TRADE
TAS1,2025/07/01 05:45:00,1272.98,155.02,TRADE
TAS1,2025/07/01 05:50:00,1280.02,154.56,TRADE
TAS1,2025/07/01 05:55:00,1293.48,154.07,TRADE
TAS1,2025/07/01 06:00:00,1306.11,187.86,TRADE
TAS1,2025/07/01 06:05:00,1316.61,139.37,TRADE
TAS1,2025/07/01 06:10:00,1322.88,155.06,TRADE
TAS1,2025/07/01 06:15:00,1335.93,172.93,TRADE
TAS1,2025/07/01 06:20:00,1350.79,172.05,TRADE
TAS1,2025/07/01 06:25:00,1365.38,183.98,TRADE
TAS1,2025/07/01 06:30:00,1376.5,200.12,TRADE
TAS1,2025/07/01 06:35:00,1397.16,155.06,TRADE
TAS1,2025/07/01 06:40:00,1393.29,158.66,TRADE
TAS1,2025/07/01 06:45:00,1416.74,198.13,TRADE
TAS1,2025/07/01 06:50:00,1425.61,200.10,TRADE
TAS1,2025/07/01 06:55:00,1446.17,200.12,TRADE
TAS1,2025/07/01 07:00:00,1458.6,200.14,TRADE
TAS1,2025/07/01 07:05:00,1469.09,199.15,TRADE
TAS1,2025/07/01 07:10:00,1468.99,199.15,TRADE
TAS1,2025/07/01 07:15:00,1500.12,199.15,TRADE
TAS1,2025/07/01 07:20:00,1504.97,200.12,TRADE
TAS1,2025/07/01 07:25:00,1531.86,200.20,TRADE
TAS1,2025/07/01 07:30:00,1550.11,200.18,TRADE
TAS1,2025/07/01 07:35:00,1569.12,202.13,TRADE
TAS1,2025/07/01 07:40:00,1549.29,200.10,TRADE
TAS1,2025/07/01 07:45:00,1572.66,199.25,TRADE
TAS1,2025/07/01 07:50:00,1567.83,199.25,TRADE
TAS1,2025/07/01 07:55:00,1583.98,199.25,TRADE
TAS1,2025/07/01 08:00:00,1587.77,199.25,TRADE
TAS1,2025/07/01 08:05:00,1591.79,200.10,TRADE
TAS1,2025/07/01 08:10:00,1597.25,200.10,TRADE
TAS1,2025/07/01 08:15:00,1592.12,200.10,TRADE
TAS1,2025/07/01 08:20:00,1590.15,198.14,TRADE
TAS1,2025/07/01 08:25:00,1569.33,155.06,TRADE
TAS1,2025/07/01 08:30:00,1566.17,198.13,TRADE
TAS1,2025/07/01 08:35:00,1564.09,199.15,TRADE
TAS1,2025/07/01 08:40:00,1560.31,200.10,TRADE
TAS1,2025/07/01 08:45:00,1558.97,199.14,TRADE
TAS1,2025/07/01 08:50:00,1542.74,160.47,TRADE
TAS1,2025/07/01 08:55:00,1527.84,154.06,TRADE
TAS1,2025/07/01 09:00:00,1526.02,154.40,TRADE
TAS1,2025/07/01 09:05:00,1516.43,201.18,TRADE
TAS1,2025/07/01 09:10:00,1538.31,212.43,TRADE
TAS1,2025/07/01 09:15:00,1525.08,200.22,TRADE
TAS1,2025/07/01 09:20:00,1516.77,202.91,TRADE
TAS1,2025/07/01 09:25:00,1515,212.43,TRADE
TAS1,2025/07/01 09:30:00,1502.34,200.22,TRADE
TAS1,2025/07/01 09:35:00,1496.37,212.43,TRADE
TAS1,2025/07/01 09:40:00,1511.37,200.22,TRADE
TAS1,2025/07/01 09:45:00,1498.82,224.50,TRADE
TAS1,2025/07/01 09:50:00,1487.11,237.23,TRADE
TAS1,2025/07/01 09:55:00,1479.14,200.22,TRADE
TAS1,2025/07/01 10:00:00,1474.19,200.22,TRADE
TAS1,2025/07/01 10:05:00,1459.11,200.18,TRADE
TAS1,2025/07/01 10:10:00,1455.31,200.20,TRADE
TAS1,2025/07/01 10:15:00,1446.71,200.16,TRADE
TAS1,2025/07/01 10:20:00,1432.78,200.18,TRADE
TAS1,2025/07/01 10:25:00,1425.49,200.16,TRADE
TAS1,2025/07/01 10:30:00,1406.95,200.16,TRADE
TAS1,2025/07/01 10:35:00,1410.5,200.18,TRADE
TAS1,2025/07/01 10:40:00,1418.26,200.22,TRADE
TAS1,2025/07/01 10:45:00,1389.1,200.18,TRADE
TAS1,2025/07/01 10:50:00,1387.98,200.18,TRADE
TAS1,2025/07/01 10:55:00,1384.63,200.16,TRADE
TAS1,2025/07/01 11:00:00,1373.13,182.06,TRADE
TAS1,2025/07/01 11:05:00,1358.26,200.14,TRADE
TAS1,2025/07/01 11:10:00,1357.69,200.18,TRADE
TAS1,2025/07/01 11:15:00,1351.79,199.14,TRADE
TAS1,2025/07/01 11:20:00,1338.98,197.18,TRADE
TAS1,2025/07/01 11:25:00,1341.57,182.21,TRADE
TAS1,2025/07/01 11:30:00,1333.91,199.14,TRADE
TAS1,2025/07/01 11:35:00,1326.68,200.13,TRADE
TAS1,2025/07/01 11:40:00,1315.08,200.18,TRADE
TAS1,2025/07/01 11:45:00,1314.35,254.74,TRADE
TAS1,2025/07/01 11:50:00,1310.02,253.61,TRADE
TAS1,2025/07/01 11:55:00,1303.75,237.10,TRADE
TAS1,2025/07/01 12:00:00,1287.88,244.80,TRADE
TAS1,2025/07/01 12:05:00,1288.46,238.27,TRADE
TAS1,2025/07/01 12:10:00,1293.13,245.43,TRADE
TAS1,2025/07/01 12:15:00,1283.84,250.36,TRADE
TAS1,2025/07/01 12:20:00,1279.59,250.36,TRADE
TAS1,2025/07/01 12:25:00,1277.52,245.89,TRADE
TAS1,2025/07/01 12:30:00,1273.97,250.37,TRADE
TAS1,2025/07/01 12:35:00,1259.26,221.11,TRADE
TAS1,2025/07/01 12:40:00,1273.14,250.10,TRADE
TAS1,2025/07/01 12:45:00,1271.16,246.45,TRADE
TAS1,2025/07/01 12:50:00,1275.1,237.02,TRADE
TAS1,2025/07/01 12:55:00,1281.11,247.50,TRADE
TAS1,2025/07/01 13:00:00,1277.2,229.15,TRADE
TAS1,2025/07/01 13:05:00,1275.1,244.53,TRADE
TAS1,2025/07/01 13:10:00,1277.63,242.64,TRADE
TAS1,2025/07/01 13:15:00,1280.51,242.02,TRADE
TAS1,2025/07/01 13:20:00,1281.65,243.66,TRADE
TAS1,2025/07/01 13:25:00,1288.61,242.02,TRADE
TAS1,2025/07/01 13:30:00,1272.25,242.89,TRADE
TAS1,2025/07/01 13:35:00,1282.57,242.95,TRADE
TAS1,2025/07/01 13:40:00,1290.26,243.89,TRADE
TAS1,2025/07/01 13:45:00,1298.82,212.02,TRADE
TAS1,2025/07/01 13:50:00,1312.42,213.12,TRADE
TAS1,2025/07/01 13:55:00,1314.03,213.12,TRADE
