REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,2025/04/01 00:05:00,996.7,47.40,TRADE
TAS1,2025/04/01 00:10:00,999.04,47.12,TRADE
TAS1,2025/04/01 00:15:00,987.53,47.12,TRADE
TAS1,2025/04/01 00:20:00,986.7,47.12,TRADE
TAS1,2025/04/01 00:25:00,983.39,47.12,TRADE
TAS1,2025/04/01 00:30:00,985.46,47.12,TRADE
TAS1,2025/04/01 00:35:00,975.88,47.12,TRADE
TAS1,2025/04/01 00:40:00,971.34,47.12,TRADE
TAS1,2025/04/01 00:45:00,951.39,47.11,TRADE
TAS1,2025/04/01 00:50:00,961.16,48.55,TRADE
TAS1,2025/04/01 00:55:00,946.11,48.12,TRADE
TAS1,2025/04/01 01:00:00,966.64,48.12,TRADE
TAS1,2025/04/01 01:05:00,960.84,48.12,TRADE
TAS1,2025/04/01 01:10:00,966.74,48.12,TRADE
TAS1,2025/04/01 01:15:00,966.14,48.12,TRADE
TAS1,2025/04/01 01:20:00,939.6,47.11,TRADE
TAS1,2025/04/01 01:25:00,969.82,48.12,TRADE
TAS1,2025/04/01 01:30:00,968.88,48.12,TRADE
TAS1,2025/04/01 01:35:00,968.22,48.12,TRADE
TAS1,2025/04/01 01:40:00,965.77,48.12,TRADE
TAS1,2025/04/01 01:45:00,973.34,48.12,TRADE
TAS1,2025/04/01 01:50:00,967.75,48.12,TRADE
TAS1,2025/04/01 01:55:00,969.32,48.12,TRADE
TAS1,2025/04/01 02:00:00,969.81,48.12,TRADE
TAS1,2025/04/01 02:05:00,967.68,48.12,TRADE
TAS1,2025/04/01 02:10:00,971.98,49.12,TRADE
TAS1,2025/04/01 02:15:00,970.12,50.12,TRADE
TAS1,2025/04/01 02:20:00,969.83,49.12,TRADE
TAS1,2025/04/01 02:25:00,971.43,49.12,TRADE
TAS1,2025/04/01 02:30:00,978.46,49.12,TRADE
TAS1,2025/04/01 02:35:00,977.57,48.12,TRADE
TAS1,2025/04/01 02:40:00,977.09,48.12,TRADE
TAS1,2025/04/01 02:45:00,980.53,48.12,TRADE
TAS1,2025/04/01 02:50:00,981.26,48.12,TRADE
TAS1,2025/04/01 02:55:00,977.41,48.12,TRADE
TAS1,2025/04/01 03:00:00,955.33,48.13,TRADE
TAS1,2025/04/01 03:05:00,982.51,49.12,TRADE
TAS1,2025/04/01 03:10:00,978.15,49.12,TRADE
TAS1,2025/04/01 03:15:00,978.97,50.12,TRADE
TAS1,2025/04/01 03:20:00,983.77,49.12,TRADE
TAS1,2025/04/01 03:25:00,971.26,47.94,TRADE
TAS1,2025/04/01 03:30:00,980.4,47.94,TRADE
TAS1,2025/04/01 03:35:00,975.54,48.94,TRADE
TAS1,2025/04/01 03:40:00,984.16,50.12,TRADE
TAS1,2025/04/01 03:45:00,979.79,50.12,TRADE
TAS1,2025/04/01 03:50:00,973.39,50.12,TRADE
TAS1,2025/04/01 03:55:00,981.07,50.12,TRADE
TAS1,2025/04/01 04:00:00,986.02,50.12,TRADE
TAS1,2025/04/01 04:05:00,996.78,67.18,TRADE
TAS1,2025/04/01 04:10:00,973.58,65.18,TRADE
TAS1,2025/04/01 04:15:00,958.23,65.18,TRADE
TAS1,2025/04/01 04:20:00,987.27,65.18,TRADE
TAS1,2025/04/01 04:25:00,976.36,65.18,TRADE
TAS1,2025/04/01 04:30:00,986.6,65.18,TRADE
TAS1,2025/04/01 04:35:00,988.07,65.74,TRADE
TAS1,2025/04/01 04:40:00,985.58,65.18,TRADE
TAS1,2025/04/01 04:45:00,993.44,65.18,TRADE
TAS1,2025/04/01 04:50:00,996.46,65.18,TRADE
TAS1,2025/04/01 04:55:00,997.15,65.18,TRADE
TAS1,2025/04/01 05:00:00,1008.02,65.18,TRADE
TAS1,2025/04/01 05:05:00,978.03,65.18,TRADE
TAS1,2025/04/01 05:10:00,1002.88,65.74,TRADE
TAS1,2025/04/01 05:15:00,1038.7,65.48,TRADE
TAS1,2025/04/01 05:20:00,1035.13,65.41,TRADE
TAS1,2025/04/01 05:25:00,1054.18,100.34,TRADE
TAS1,2025/04/01 05:30:00,1059.22,100.41,TRADE
TAS1,2025/04/01 05:35:00,1072.71,119.24,TRADE
TAS1,2025/04/01 05:40:00,1106.75,120.24,TRADE
TAS1,2025/04/01 05:45:00,1103.48,120.24,TRADE
TAS1,2025/04/01 05:50:00,1119.98,120.24,TRADE
TAS1,2025/04/01 05:55:00,1135.39,120.24,TRADE
TAS1,2025/04/01 06:00:00,1148.81,120.24,TRADE
TAS1,2025/04/01 06:05:00,1158.9,133.24,TRADE
TAS1,2025/04/01 06:10:00,1170.81,135.24,TRADE
TAS1,2025/04/01 06:15:00,1186.02,135.24,TRADE
TAS1,2025/04/01 06:20:00,1193.47,135.24,TRADE
TAS1,2025/04/01 06:25:00,1205.16,138.10,TRADE
TAS1,2025/04/01 06:30:00,1201.55,170.02,TRADE
TAS1,2025/04/01 06:35:00,1215.46,136.19,TRADE
TAS1,2025/04/01 06:40:00,1227.31,135.88,TRADE
TAS1,2025/04/01 06:45:00,1231.68,133.25,TRADE
TAS1,2025/04/01 06:50:00,1196.74,120.18,TRADE
TAS1,2025/04/01 06:55:00,1201.65,120.19,TRADE
TAS1,2025/04/01 07:00:00,1206.01,120.18,TRADE
TAS1,2025/04/01 07:05:00,1204.67,135.87,TRADE
TAS1,2025/04/01 07:10:00,1212.75,134.58,TRADE
TAS1,2025/04/01 07:15:00,1203.53,134.58,TRADE
TAS1,2025/04/01 07:20:00,1199.69,135.18,TRADE
TAS1,2025/04/01 07:25:00,1205.97,135.87,TRADE
TAS1,2025/04/01 07:30:00,1208.88,135.87,TRADE
TAS1,2025/04/01 07:35:00,1206.28,100.22,TRADE
TAS1,2025/04/01 07:40:00,1210.16,100.22,TRADE
TAS1,2025/04/01 07:45:00,1193.7,99.72,TRADE
TAS1,2025/04/01 07:50:00,1184.99,100.22,TRADE
TAS1,2025/04/01 07:55:00,1191.79,100.22,TRADE
TAS1,2025/04/01 08:00:00,1176.04,118.99,TRADE
TAS1,2025/04/01 08:05:00,1176.96,100.22,TRADE
TAS1,2025/04/01 08:10:00,1212.01,170.02,TRADE
TAS1,2025/04/01 08:15:00,1208.73,102.18,TRADE
TAS1,2025/04/01 08:20:00,1199.08,100.22,TRADE
TAS1,2025/04/01 08:25:00,1197.74,100.22,TRADE
TAS1,2025/04/01 08:30:00,1189.36,99.72,TRADE
TAS1,2025/04/01 08:35:00,1186.2,100.69,TRADE
TAS1,2025/04/01 08:40:00,1179.7,100.69,TRADE
TAS1,2025/04/01 08:45:00,1175.73,65.92,TRADE
TAS1,2025/04/01 08:50:00,1190.77,131.19,TRADE
TAS1,2025/04/01 08:55:00,1171.28,99.72,TRADE
TAS1,2025/04/01 09:00:00,1179.1,100.20,TRADE
TAS1,2025/04/01 09:05:00,1161.09,119.49,TRADE
TAS1,2025/04/01 09:10:00,1166.76,100.20,TRADE
TAS1,2025/04/01 09:15:00,1147.41,99.72,TRADE
TAS1,2025/04/01 09:20:00,1150.02,99.72,TRADE
TAS1,2025/04/01 09:25:00,1145.11,99.72,TRADE
TAS1,2025/04/01 09:30:00,1144.39,99.72,TRADE
TAS1,2025/04/01 09:35:00,1151.54,320.08,TRADE
TAS1,2025/04/01 09:40:00,1156.04,65.18,TRADE
TAS1,2025/04/01 09:45:00,1139,65.18,TRADE
TAS1,2025/04/01 09:50:00,1141.62,65.74,TRADE
TAS1,2025/04/01 09:55:00,1131.74,65.18,TRADE
TAS1,2025/04/01 10:00:00,1130.64,65.83,TRADE
TAS1,2025/04/01 10:05:00,1121.56,100.69,TRADE
TAS1,2025/04/01 10:10:00,1114.44,99.72,TRADE
TAS1,2025/04/01 10:15:00,1118.58,100.69,TRADE
TAS1,2025/04/01 10:20:00,1111.65,99.72,TRADE
